epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
130,76.9724,0.6255,0.4577,0.91964,0.9916,1,0.995,0.89977,0.57553,0.32922,0.8826,0.0011486,0.0011486,0.0011486
131,77.557,0.66123,0.45952,0.91237,0.99158,1,0.995,0.88138,0.56677,0.32733,0.86916,0.001142,0.001142,0.001142
132,78.1419,0.69668,0.45182,0.96095,0.99169,1,0.995,0.89918,0.51269,0.3167,0.85244,0.0011354,0.0011354,0.0011354
133,78.7272,0.62305,0.43646,0.89416,0.99163,1,0.995,0.90821,0.44756,0.31675,0.83867,0.0011288,0.0011288,0.0011288
134,79.314,0.61706,0.43638,0.89863,0.99178,1,0.995,0.90123,0.464,0.31773,0.84042,0.0011222,0.0011222,0.0011222
135,79.903,0.62491,0.42882,0.89753,0.99179,1,0.995,0.90071,0.50609,0.33279,0.84747,0.0011156,0.0011156,0.0011156
136,80.4978,0.65123,0.45514,0.90272,0.99195,1,0.995,0.88185,0.53384,0.33316,0.86028,0.001109,0.001109,0.001109
137,81.0913,0.64652,0.45332,0.92189,0.992,1,0.995,0.87193,0.56414,0.33644,0.87288,0.0011024,0.0011024,0.0011024
138,81.6758,0.59141,0.42112,0.8929,0.99202,1,0.995,0.86715,0.59139,0.3247,0.87661,0.0010958,0.0010958,0.0010958
139,82.2577,0.62747,0.41407,0.94803,0.99205,1,0.995,0.86709,0.61118,0.30439,0.87577,0.0010892,0.0010892,0.0010892
140,82.8386,0.62252,0.44773,0.92686,0.99198,1,0.995,0.8728,0.58039,0.32882,0.86276,0.0010826,0.0010826,0.0010826
141,83.4205,0.55834,0.41718,0.87037,0.99191,1,0.995,0.87484,0.57412,0.31334,0.86383,0.001076,0.001076,0.001076
142,84.0026,0.61083,0.44627,0.88588,0.99207,1,0.995,0.87292,0.58124,0.30187,0.86874,0.0010694,0.0010694,0.0010694
143,84.5848,0.64187,0.43477,0.93046,0.99192,1,0.995,0.87037,0.59733,0.30765,0.87178,0.0010628,0.0010628,0.0010628
144,85.1844,0.66918,0.46062,0.93986,0.99183,1,0.995,0.8955,0.56867,0.34321,0.86604,0.0010562,0.0010562,0.0010562
145,85.7801,0.59306,0.42702,0.90537,0.99184,1,0.995,0.8955,0.5555,0.35172,0.8635,0.0010496,0.0010496,0.0010496
146,86.3668,0.59911,0.43045,0.8897,0.99184,1,0.995,0.8955,0.55456,0.35115,0.86567,0.001043,0.001043,0.001043
147,86.958,0.61973,0.41795,0.9136,0.99202,1,0.995,0.90912,0.5562,0.34244,0.87356,0.0010364,0.0010364,0.0010364
148,87.5561,0.65317,0.44378,0.9071,0.99201,1,0.995,0.9007,0.57366,0.33908,0.87768,0.0010298,0.0010298,0.0010298
149,88.162,0.61776,0.42879,0.9269,0.99223,1,0.995,0.87347,0.59189,0.34398,0.88297,0.0010232,0.0010232,0.0010232
150,88.7495,0.58267,0.41966,0.878,0.99227,1,0.995,0.86736,0.59206,0.34448,0.88075,0.0010166,0.0010166,0.0010166
151,89.3327,0.58049,0.41774,0.91005,0.99211,1,0.995,0.86953,0.56464,0.31452,0.87509,0.00101,0.00101,0.00101
152,89.9215,0.63829,0.41581,0.92897,0.99198,1,0.995,0.87381,0.58321,0.34518,0.87483,0.0010034,0.0010034,0.0010034
153,90.5056,0.54596,0.40489,0.85059,0.99208,1,0.995,0.87338,0.59715,0.34821,0.87416,0.0009968,0.0009968,0.0009968
154,91.0868,0.59739,0.4037,0.91302,0.99186,1,0.995,0.85454,0.5686,0.32597,0.86386,0.0009902,0.0009902,0.0009902
155,91.6968,0.59268,0.40958,0.89891,0.99204,1,0.995,0.87021,0.52982,0.32446,0.85658,0.0009836,0.0009836,0.0009836
156,92.2883,0.57246,0.40151,0.89597,0.99199,1,0.995,0.90041,0.52871,0.31496,0.8504,0.000977,0.000977,0.000977
157,92.8719,0.5805,0.41072,0.90956,0.99208,1,0.995,0.88877,0.56722,0.31642,0.85444,0.0009704,0.0009704,0.0009704
158,93.4519,0.64738,0.43226,0.91861,0.99224,1,0.995,0.88969,0.57427,0.32415,0.85144,0.0009638,0.0009638,0.0009638
159,94.054,0.5453,0.40567,0.85133,0.99221,1,0.995,0.89592,0.54479,0.33383,0.84132,0.0009572,0.0009572,0.0009572
160,94.6468,0.55261,0.39714,0.88686,0.99207,1,0.995,0.88944,0.53009,0.315,0.84037,0.0009506,0.0009506,0.0009506
161,95.2419,0.6006,0.44024,0.91102,0.99187,1,0.995,0.89052,0.55777,0.32401,0.8557,0.000944,0.000944,0.000944
162,95.8281,0.64979,0.46299,0.93841,0.99193,1,0.995,0.8778,0.55871,0.33509,0.86592,0.0009374,0.0009374,0.0009374
163,96.4372,0.54852,0.39802,0.87531,0.99184,1,0.995,0.90343,0.54995,0.33349,0.86546,0.0009308,0.0009308,0.0009308
164,97.0412,0.57835,0.40529,0.87939,0.99205,1,0.995,0.91665,0.52715,0.34126,0.8532,0.0009242,0.0009242,0.0009242
165,97.6412,0.60634,0.41469,0.91828,0.99194,1,0.995,0.88403,0.51896,0.35012,0.84363,0.0009176,0.0009176,0.0009176
166,98.2414,0.55809,0.38622,0.89782,0.99208,1,0.995,0.8955,0.53842,0.33664,0.84594,0.000911,0.000911,0.000911
167,98.8344,0.62601,0.41951,0.9071,0.99215,1,0.995,0.8955,0.56419,0.32877,0.85313,0.0009044,0.0009044,0.0009044
168,99.4284,0.54097,0.38945,0.87381,0.99213,1,0.995,0.87791,0.58026,0.34037,0.85987,0.0008978,0.0008978,0.0008978
169,100.018,0.55428,0.37245,0.87819,0.99208,1,0.995,0.87791,0.58649,0.33579,0.86645,0.0008912,0.0008912,0.0008912
170,100.605,0.51102,0.36119,0.85908,0.99215,1,0.995,0.87791,0.58942,0.3258,0.87,0.0008846,0.0008846,0.0008846
171,101.206,0.61272,0.40379,0.89697,0.99221,1,0.995,0.86357,0.58408,0.32491,0.86544,0.000878,0.000878,0.000878
172,101.803,0.64532,0.41839,0.91399,0.99227,1,0.995,0.90518,0.53691,0.32609,0.85161,0.0008714,0.0008714,0.0008714
173,102.398,0.54996,0.37002,0.85066,0.99197,1,0.995,0.8955,0.52501,0.33572,0.84856,0.0008648,0.0008648,0.0008648
174,102.98,0.59133,0.39472,0.90805,0.99188,1,0.995,0.8955,0.57168,0.3586,0.86413,0.0008582,0.0008582,0.0008582
175,103.578,0.54314,0.3836,0.90274,0.99183,1,0.995,0.8955,0.61798,0.3625,0.88166,0.0008516,0.0008516,0.0008516
176,104.173,0.57132,0.39242,0.90562,0.99207,1,0.995,0.8812,0.62774,0.33897,0.89127,0.000845,0.000845,0.000845
177,104.756,0.52107,0.37,0.86263,0.99234,1,0.995,0.87893,0.59113,0.31955,0.87583,0.0008384,0.0008384,0.0008384
178,105.339,0.5083,0.36692,0.89039,0.99232,1,0.995,0.90062,0.5812,0.30742,0.87538,0.0008318,0.0008318,0.0008318
179,105.922,0.47804,0.34116,0.89235,0.99246,1,0.995,0.87715,0.56463,0.31257,0.87109,0.0008252,0.0008252,0.0008252
180,106.511,0.58249,0.38927,0.92968,0.99248,1,0.995,0.8764,0.57571,0.32562,0.87284,0.0008186,0.0008186,0.0008186
181,107.096,0.56252,0.3918,0.91416,0.9924,1,0.995,0.87012,0.58116,0.32357,0.87556,0.000812,0.000812,0.000812
182,107.682,0.51998,0.35309,0.88553,0.99244,1,0.995,0.84875,0.59076,0.32959,0.87934,0.0008054,0.0008054,0.0008054
183,108.271,0.52936,0.35748,0.87102,0.99214,1,0.995,0.85408,0.57926,0.30854,0.88172,0.0007988,0.0007988,0.0007988
184,108.858,0.55711,0.36104,0.90896,0.992,1,0.995,0.8825,0.56386,0.29486,0.88013,0.0007922,0.0007922,0.0007922
185,109.45,0.50693,0.37405,0.86073,0.99213,1,0.995,0.87966,0.51689,0.26194,0.86167,0.0007856,0.0007856,0.0007856
186,110.058,0.62367,0.41832,0.9535,0.99197,1,0.995,0.8848,0.51391,0.26599,0.85864,0.000779,0.000779,0.000779
187,110.654,0.55689,0.38005,0.9026,1,1,0.995,0.91119,0.53486,0.27927,0.85681,0.0007724,0.0007724,0.0007724
188,111.249,0.56053,0.39073,0.90082,1,1,0.995,0.92872,0.53677,0.30878,0.85732,0.0007658,0.0007658,0.0007658
189,111.844,0.57096,0.39248,0.8852,0.99203,1,0.995,0.92828,0.56429,0.30301,0.86278,0.0007592,0.0007592,0.0007592
190,112.425,0.49596,0.36617,0.866,0.99198,1,0.995,0.86245,0.58388,0.29149,0.86897,0.0007526,0.0007526,0.0007526
191,113.01,0.49947,0.36028,0.88784,0.99207,1,0.995,0.87966,0.59306,0.31295,0.86533,0.000746,0.000746,0.000746
